date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:42	19571/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:38%20GMT	http://bertrandmasson.free.fr/index.php?categorie3/latex/page5	bertrandmasson.free.fr/index55a3.html	(from http://bertrandmasson.free.fr/index.php?categorie3/latex/page6)
20:35:43	16337/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:39%20GMT	http://bertrandmasson.free.fr/index.php?article28/	bertrandmasson.free.fr/indexaa00.html	(from http://bertrandmasson.free.fr/index.php?article28/comment-faire-de-beaux-graphiques-avec-tikz-et-pgfplots)
20:35:44	4484/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:35:42%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article28	bertrandmasson.free.fr/feed306b.php	(from http://bertrandmasson.free.fr/index.php?article28/comment-faire-de-beaux-graphiques-avec-tikz-et-pgfplots)
20:35:55	431431/431431	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:34:49%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvZnJlbmNoYi5wZGYqYjg3NWY4	bertrandmasson.free.fr/frenchbf5eb.pdf	(from http://bertrandmasson.free.fr/index.php?archives/2009)
20:35:56	74287/74287	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:43%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC90YWJsZWF1LnBkZioxYTlmNmI,	bertrandmasson.free.fr/tableau6237.pdf	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:35:56	1215/1215	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:55%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9taXNlZW5wYWdlMy50ZXgqMmE5ZjY4	bertrandmasson.free.fr/miseenpage3db78.tex	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:35:57	816/816	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:56%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9jb21tYW5kZXMudGV4KmZmNTFjMw,,	bertrandmasson.free.fr/commandesb617.tex	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:35:57	18587/18587	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:55%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC90YWJsZWF1LnRleCowMTlkNTI,	bertrandmasson.free.fr/tableaueb06.tex	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:35:58	2702/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:35:57%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article1	bertrandmasson.free.fr/feed424e.php	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:35:59	15783/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:35:56%20GMT	http://bertrandmasson.free.fr/index.php?article1/	bertrandmasson.free.fr/index944c.html	(from http://bertrandmasson.free.fr/index.php?article1/context-et-les-tableaux)
20:36:00	1624/1624	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:58%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9taXNlZW5wYWdlLnRleCozYjJkMjI,	bertrandmasson.free.fr/miseenpage2b88.tex	(from http://bertrandmasson.free.fr/index.php?article2/context-la-mise-en-page)
20:36:00	2127/2127	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:59%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9taXNlZW5wYWdlMi50ZXgqOWFhY2Mx	bertrandmasson.free.fr/miseenpage2f8fd.tex	(from http://bertrandmasson.free.fr/index.php?article2/context-la-mise-en-page)
20:36:05	21824/21824	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:36:00%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9pbnRyby50ZXgqMDU2YWVm	bertrandmasson.free.fr/introcdf7.tex	(from http://bertrandmasson.free.fr/index.php?article3/premiere-fiche-context)
20:36:05	160103/160103	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:43%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvY2hhbmdlcnRpdHJlLnBkZio5YmVjNDQ,	bertrandmasson.free.fr/changertitre3691.pdf	(from http://bertrandmasson.free.fr/index.php?article29/mise-a-jour-de-la-fiche-sur-comment-modifier-les-titres-predefinis-par-latex)
20:36:07	3945/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:36:05%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article3	bertrandmasson.free.fr/feededd3.php	(from http://bertrandmasson.free.fr/index.php?article3/premiere-fiche-context)
20:36:08	17822/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:04%20GMT	http://bertrandmasson.free.fr/index.php?article3/	bertrandmasson.free.fr/indexcfdc.html	(from http://bertrandmasson.free.fr/index.php?article3/premiere-fiche-context)
20:36:09	336/-1	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2008%20Sep%202019%2018:36:08%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvZmljaGVzbGV0dHJleC5wZGYqZGFiMzVi	bertrandmasson.free.fr/ficheslettrex72a1.pdf	(from http://bertrandmasson.free.fr/index.php?page7)
20:36:10	21170/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:06%20GMT	http://bertrandmasson.free.fr/index.php?page4	bertrandmasson.free.fr/indexe70f.html	(from http://bertrandmasson.free.fr/index.php?page3)
20:36:12	12143/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:09%20GMT	http://bertrandmasson.free.fr/index.php?article12/latex-et-les-tableaux-calcul-automatique-des-largeurs-de-colonnes	bertrandmasson.free.fr/index528f.html	(from http://bertrandmasson.free.fr/index.php?page6)
20:36:14	11928/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:11%20GMT	http://bertrandmasson.free.fr/index.php?article9/latex-la-couleur	bertrandmasson.free.fr/index13d9.html	(from http://bertrandmasson.free.fr/index.php?page6)
20:36:24	182028/182028	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:57%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9taXNlZW5wYWdlLnBkZiplMDU1NmM,	bertrandmasson.free.fr/miseenpagec0b5.pdf	(from http://bertrandmasson.free.fr/index.php?article2/context-la-mise-en-page)
20:36:26	172212/172212	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:35:59%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvY29udGV4dC9pbnRyb2NvbnRleHQucGRmKjA2NDMzZA,,	bertrandmasson.free.fr/introcontext2c6b.pdf	(from http://bertrandmasson.free.fr/index.php?article3/premiere-fiche-context)
20:36:28	20743/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:24%20GMT	http://bertrandmasson.free.fr/index.php?page5	bertrandmasson.free.fr/index6af4.html	(from http://bertrandmasson.free.fr/index.php?page6)
20:36:29	13103/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:26%20GMT	http://bertrandmasson.free.fr/index.php?article15/	bertrandmasson.free.fr/index9cf7.html	(from http://bertrandmasson.free.fr/index.php?article15/latex-les-tableaux-et-la-fusion-des-lignes)
20:36:29	1405/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:36:28%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article15	bertrandmasson.free.fr/feed93fb.php	(from http://bertrandmasson.free.fr/index.php?article15/latex-les-tableaux-et-la-fusion-des-lignes)
20:36:31	7702/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:36:29%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article23	bertrandmasson.free.fr/feed9ffd.php	(from http://bertrandmasson.free.fr/index.php?article23/koma-script-le-sectionnement-du-texte)
20:36:32	20357/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:36:28%20GMT	http://bertrandmasson.free.fr/index.php?article23/	bertrandmasson.free.fr/index708b.html	(from http://bertrandmasson.free.fr/index.php?article23/koma-script-le-sectionnement-du-texte)
20:36:33	1742/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:36:32%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article16	bertrandmasson.free.fr/feed075f.php	(from http://bertrandmasson.free.fr/index.php?article16/koma-script)
